activity_date,consultant_id,market,action,client_id,count
2019-01-15,U011,Life Sciences,client_meeting,,3
2019-02-15,U011,Life Sciences,call,,134
2019-02-15,U011,Life Sciences,connect,,26
2019-02-15,U011,Life Sciences,email,,187
2019-02-15,U011,Life Sciences,client_meeting,,5
2019-03-15,U011,Life Sciences,call,,181
2019-03-15,U011,Life Sciences,connect,,37
2019-03-15,U011,Life Sciences,email,,253
2019-03-15,U011,Life Sciences,client_meeting,,4
2019-04-15,U011,Life Sciences,call,,156
2019-04-15,U011,Life Sciences,connect,,34
2019-04-15,U011,Life Sciences,email,,218
2019-04-15,U011,Life Sciences,client_meeting,,4
2019-05-15,U011,Life Sciences,call,,178
2019-05-15,U011,Life Sciences,connect,,52
2019-05-15,U011,Life Sciences,email,,249
2019-05-15,U011,Life Sciences,client_meeting,,8
2019-06-15,U011,Life Sciences,call,,78
2019-06-15,U011,Life Sciences,connect,,17
2019-06-15,U011,Life Sciences,email,,109
2019-06-15,U011,Life Sciences,client_meeting,,3
2019-07-15,U011,Life Sciences,call,,200
2019-07-15,U011,Life Sciences,connect,,49
2019-07-15,U011,Life Sciences,email,,280
2019-07-15,U011,Life Sciences,client_meeting,,9
2019-08-15,U011,Life Sciences,call,,63
2019-08-15,U011,Life Sciences,connect,,16
2019-08-15,U011,Life Sciences,email,,88
2019-08-15,U011,Life Sciences,client_meeting,,3
2019-09-15,U011,Life Sciences,call,,120
2019-09-15,U011,Life Sciences,connect,,22
2019-09-15,U011,Life Sciences,email,,168
2019-09-15,U011,Life Sciences,client_meeting,,3
2019-10-15,U011,Life Sciences,call,,164
2019-10-15,U011,Life Sciences,connect,,41
2019-10-15,U011,Life Sciences,email,,229
2019-10-15,U011,Life Sciences,client_meeting,,6
2019-11-15,U011,Life Sciences,call,,116
2019-11-15,U011,Life Sciences,connect,,33
2019-11-15,U011,Life Sciences,email,,162
2019-11-15,U011,Life Sciences,client_meeting,,4
2019-12-15,U011,Life Sciences,call,,106
2019-12-15,U011,Life Sciences,connect,,23
2019-12-15,U011,Life Sciences,email,,148
2019-12-15,U011,Life Sciences,client_meeting,,5
2019-01-15,U014,IT & Data,call,,122
2019-01-15,U014,IT & Data,connect,,24
2019-01-15,U014,IT & Data,email,,170
2019-01-15,U014,IT & Data,client_meeting,,5
2019-02-15,U014,IT & Data,call,,185
2019-02-15,U014,IT & Data,connect,,50
2019-02-15,U014,IT & Data,email,,259
2019-02-15,U014,IT & Data,client_meeting,,12
2019-03-15,U014,IT & Data,call,,125
2019-03-15,U014,IT & Data,connect,,27
2019-03-15,U014,IT & Data,email,,175
2019-03-15,U014,IT & Data,client_meeting,,6
2019-04-15,U014,IT & Data,call,,141
2019-04-15,U014,IT & Data,connect,,36
2019-04-15,U014,IT & Data,email,,197
2019-04-15,U014,IT & Data,client_meeting,,6
2019-05-15,U014,IT & Data,call,,135
2019-05-15,U014,IT & Data,connect,,28
2019-05-15,U014,IT & Data,email,,189
2019-05-15,U014,IT & Data,client_meeting,,7
2019-06-15,U014,IT & Data,call,,121
2019-06-15,U014,IT & Data,connect,,29
2019-06-15,U014,IT & Data,email,,169
2019-06-15,U014,IT & Data,client_meeting,,5
2019-07-15,U014,IT & Data,call,,167
2019-07-15,U014,IT & Data,connect,,45
2019-07-15,U014,IT & Data,email,,233
2019-07-15,U014,IT & Data,client_meeting,,6
2019-08-15,U014,IT & Data,call,,89
2019-08-15,U014,IT & Data,connect,,21
2019-08-15,U014,IT & Data,email,,124
2019-08-15,U014,IT & Data,client_meeting,,4
2019-09-15,U014,IT & Data,call,,155
2019-09-15,U014,IT & Data,connect,,38
2019-09-15,U014,IT & Data,email,,217
2019-09-15,U014,IT & Data,client_meeting,,4
2019-10-15,U014,IT & Data,call,,162
2019-10-15,U014,IT & Data,connect,,40
2019-10-15,U014,IT & Data,email,,226
2019-10-15,U014,IT & Data,client_meeting,,7
2019-11-15,U014,IT & Data,call,,129
2019-11-15,U014,IT & Data,connect,,24
2019-11-15,U014,IT & Data,email,,180
2019-11-15,U014,IT & Data,client_meeting,,4
2019-12-15,U014,IT & Data,call,,50
2019-12-15,U014,IT & Data,connect,,10
2019-12-15,U014,IT & Data,email,,70
2019-12-15,U014,IT & Data,client_meeting,,1
2019-01-15,U015,Engineering,call,,91
2019-01-15,U015,Engineering,connect,,19
2019-01-15,U015,Engineering,email,,127
2019-01-15,U015,Engineering,client_meeting,,4
2019-02-15,U015,Engineering,call,,86
2019-02-15,U015,Engineering,connect,,18
2019-02-15,U015,Engineering,email,,120
2019-02-15,U015,Engineering,client_meeting,,2
2019-03-15,U015,Engineering,call,,115
2019-03-15,U015,Engineering,connect,,28
2019-03-15,U015,Engineering,email,,161
2019-03-15,U015,Engineering,client_meeting,,4
2019-04-15,U015,Engineering,call,,191
2019-04-15,U015,Engineering,connect,,51
2019-04-15,U015,Engineering,email,,267
2019-04-15,U015,Engineering,client_meeting,,6
2019-05-15,U015,Engineering,call,,160
2019-05-15,U015,Engineering,connect,,45
2019-05-15,U015,Engineering,email,,224
2019-05-15,U015,Engineering,client_meeting,,10
2019-06-15,U015,Engineering,call,,124
2019-06-15,U015,Engineering,connect,,31
2019-06-15,U015,Engineering,email,,173
2019-06-15,U015,Engineering,client_meeting,,6
2019-07-15,U015,Engineering,call,,156
2019-07-15,U015,Engineering,connect,,39
2019-07-15,U015,Engineering,email,,218
2019-07-15,U015,Engineering,client_meeting,,5
2019-08-15,U015,Engineering,call,,48
2019-08-15,U015,Engineering,connect,,10
2019-08-15,U015,Engineering,email,,67
2019-08-15,U015,Engineering,client_meeting,,1
2019-09-15,U015,Engineering,call,,153
2019-09-15,U015,Engineering,connect,,41
2019-09-15,U015,Engineering,email,,214
2019-09-15,U015,Engineering,client_meeting,,9
2019-10-15,U015,Engineering,call,,116
2019-10-15,U015,Engineering,connect,,29
2019-10-15,U015,Engineering,email,,162
2019-10-15,U015,Engineering,client_meeting,,4
2019-11-15,U015,Engineering,call,,125
2019-11-15,U015,Engineering,connect,,38
2019-11-15,U015,Engineering,email,,175
2019-11-15,U015,Engineering,client_meeting,,8
2019-12-15,U015,Engineering,call,,112
2019-12-15,U015,Engineering,connect,,34
2019-12-15,U015,Engineering,email,,156
2019-12-15,U015,Engineering,client_meeting,,6
2019-01-15,U016,IT & Data,call,,28
2019-01-15,U016,IT & Data,connect,,6
2019-01-15,U016,IT & Data,email,,39
2019-01-15,U016,IT & Data,client_meeting,,1
2019-02-15,U016,IT & Data,call,,30
2019-02-15,U016,IT & Data,connect,,7
2019-02-15,U016,IT & Data,email,,42
2019-02-15,U016,IT & Data,client_meeting,,1
2019-03-15,U016,IT & Data,call,,22
2019-03-15,U016,IT & Data,connect,,4
2019-03-15,U016,IT & Data,email,,30
2019-04-15,U016,IT & Data,call,,30
2019-04-15,U016,IT & Data,connect,,8
2019-04-15,U016,IT & Data,email,,42
2019-04-15,U016,IT & Data,client_meeting,,1
2019-05-15,U016,IT & Data,call,,28
2019-05-15,U016,IT & Data,connect,,7
2019-05-15,U016,IT & Data,email,,39
2019-05-15,U016,IT & Data,client_meeting,,1
2019-06-15,U016,IT & Data,call,,31
2019-06-15,U016,IT & Data,connect,,7
2019-06-15,U016,IT & Data,email,,43
2019-06-15,U016,IT & Data,client_meeting,,1
2019-07-15,U016,IT & Data,call,,33
2019-07-15,U016,IT & Data,connect,,9
2019-07-15,U016,IT & Data,email,,46
2019-07-15,U016,IT & Data,client_meeting,,2
2019-08-15,U016,IT & Data,call,,9
2019-08-15,U016,IT & Data,connect,,1
2019-08-15,U016,IT & Data,email,,12
2019-09-15,U016,IT & Data,call,,20
2019-09-15,U016,IT & Data,connect,,3
2019-09-15,U016,IT & Data,email,,28
2019-10-15,U016,IT & Data,call,,19
2019-10-15,U016,IT & Data,connect,,3
2019-10-15,U016,IT & Data,email,,26
2019-11-15,U016,IT & Data,call,,24
2019-11-15,U016,IT & Data,connect,,7
2019-11-15,U016,IT & Data,email,,33
2019-11-15,U016,IT & Data,client_meeting,,1
2019-12-15,U016,IT & Data,call,,28
2019-12-15,U016,IT & Data,connect,,8
2019-12-15,U016,IT & Data,email,,39
2019-12-15,U016,IT & Data,client_meeting,,1
2019-01-15,U017,Public Sector,call,,43
2019-01-15,U017,Public Sector,connect,,11
2019-01-15,U017,Public Sector,email,,60
2019-01-15,U017,Public Sector,client_meeting,,2
2019-02-15,U017,Public Sector,call,,48
2019-02-15,U017,Public Sector,connect,,14
2019-02-15,U017,Public Sector,email,,67
2019-02-15,U017,Public Sector,client_meeting,,2
2019-03-15,U017,Public Sector,call,,46
2019-03-15,U017,Public Sector,connect,,11
2019-03-15,U017,Public Sector,email,,64
2019-03-15,U017,Public Sector,client_meeting,,1
2019-04-15,U017,Public Sector,call,,38
2019-04-15,U017,Public Sector,connect,,8
2019-04-15,U017,Public Sector,email,,53
2019-04-15,U017,Public Sector,client_meeting,,1
2019-05-15,U017,Public Sector,call,,49
2019-05-15,U017,Public Sector,connect,,11
2019-05-15,U017,Public Sector,email,,68
2019-05-15,U017,Public Sector,client_meeting,,2
2019-06-15,U017,Public Sector,call,,47
2019-06-15,U017,Public Sector,connect,,13
2019-06-15,U017,Public Sector,email,,65
2019-06-15,U017,Public Sector,client_meeting,,1
2019-07-15,U017,Public Sector,call,,51
2019-07-15,U017,Public Sector,connect,,11
2019-07-15,U017,Public Sector,email,,71
2019-07-15,U017,Public Sector,client_meeting,,1
2019-08-15,U017,Public Sector,call,,16
2019-08-15,U017,Public Sector,connect,,3
2019-08-15,U017,Public Sector,email,,22
2019-09-15,U017,Public Sector,call,,56
2019-09-15,U017,Public Sector,connect,,11
2019-09-15,U017,Public Sector,email,,78
2019-09-15,U017,Public Sector,client_meeting,,1
2019-10-15,U017,Public Sector,call,,53
2019-10-15,U017,Public Sector,connect,,14
2019-10-15,U017,Public Sector,email,,74
2019-10-15,U017,Public Sector,client_meeting,,2
2019-11-15,U017,Public Sector,call,,53
2019-11-15,U017,Public Sector,connect,,16
2019-11-15,U017,Public Sector,email,,74
2019-11-15,U017,Public Sector,client_meeting,,2
2019-12-15,U017,Public Sector,call,,43
2019-12-15,U017,Public Sector,connect,,11
2019-12-15,U017,Public Sector,email,,60
2019-12-15,U017,Public Sector,client_meeting,,2
2019-01-15,U021,Public Sector,call,,96
2019-01-15,U021,Public Sector,connect,,18
2019-01-15,U021,Public Sector,email,,134
2019-01-15,U021,Public Sector,client_meeting,,3
2019-02-15,U021,Public Sector,call,,124
2019-02-15,U021,Public Sector,connect,,31
2019-02-15,U021,Public Sector,email,,173
2019-02-15,U021,Public Sector,client_meeting,,3
2019-03-15,U021,Public Sector,call,,118
2019-03-15,U021,Public Sector,connect,,32
2019-03-15,U021,Public Sector,email,,165
2019-03-15,U021,Public Sector,client_meeting,,4
2019-04-15,U021,Public Sector,call,,162
2019-04-15,U021,Public Sector,connect,,29
2019-04-15,U021,Public Sector,email,,226
2019-04-15,U021,Public Sector,client_meeting,,6
2019-05-15,U021,Public Sector,call,,168
2019-05-15,U021,Public Sector,connect,,32
2019-05-15,U021,Public Sector,email,,235
2019-05-15,U021,Public Sector,client_meeting,,7
2019-06-15,U021,Public Sector,call,,111
2019-06-15,U021,Public Sector,connect,,30
2019-06-15,U021,Public Sector,email,,155
2019-06-15,U021,Public Sector,client_meeting,,7
2019-07-15,U021,Public Sector,call,,121
2019-07-15,U021,Public Sector,connect,,35
2019-07-15,U021,Public Sector,email,,169
2019-07-15,U021,Public Sector,client_meeting,,8
2019-08-15,U021,Public Sector,call,,70
2019-08-15,U021,Public Sector,connect,,16
2019-08-15,U021,Public Sector,email,,98
2019-08-15,U021,Public Sector,client_meeting,,3
2019-09-15,U021,Public Sector,call,,178
2019-09-15,U021,Public Sector,connect,,49
2019-09-15,U021,Public Sector,email,,249
2019-09-15,U021,Public Sector,client_meeting,,8
2019-10-15,U021,Public Sector,call,,88
2019-10-15,U021,Public Sector,connect,,25
2019-10-15,U021,Public Sector,email,,123
2019-10-15,U021,Public Sector,client_meeting,,5
2019-11-15,U021,Public Sector,call,,96
2019-11-15,U021,Public Sector,connect,,30
2019-11-15,U021,Public Sector,email,,134
2019-11-15,U021,Public Sector,client_meeting,,7
2019-12-15,U021,Public Sector,call,,101
2019-12-15,U021,Public Sector,connect,,29
2019-12-15,U021,Public Sector,email,,141
2019-12-15,U021,Public Sector,client_meeting,,6
2020-01-15,U001,IT & Data,call,,80
2020-01-15,U001,IT & Data,connect,,18
2020-01-15,U001,IT & Data,email,,112
2020-01-15,U001,IT & Data,client_meeting,,2
2020-02-15,U001,IT & Data,call,,22
2020-02-15,U001,IT & Data,connect,,6
2020-02-15,U001,IT & Data,email,,30
2020-02-15,U001,IT & Data,client_meeting,,1
2020-03-15,U001,IT & Data,call,,93
2020-03-15,U001,IT & Data,connect,,18
2020-03-15,U001,IT & Data,email,,130
2020-03-15,U001,IT & Data,client_meeting,,2
2020-04-15,U001,IT & Data,call,,60
2020-04-15,U001,IT & Data,connect,,13
2020-04-15,U001,IT & Data,email,,84
2020-04-15,U001,IT & Data,client_meeting,,3
2020-05-15,U001,IT & Data,call,,46
2020-05-15,U001,IT & Data,connect,,12
2020-05-15,U001,IT & Data,email,,64
2020-05-15,U001,IT & Data,client_meeting,,2
2020-06-15,U001,IT & Data,call,,38
2020-06-15,U001,IT & Data,connect,,10
2020-06-15,U001,IT & Data,email,,53
2020-06-15,U001,IT & Data,client_meeting,,1
2020-07-15,U001,IT & Data,call,,74
2020-07-15,U001,IT & Data,connect,,14
2020-07-15,U001,IT & Data,email,,103
2020-07-15,U001,IT & Data,client_meeting,,2
2020-08-15,U001,IT & Data,call,,25
2020-08-15,U001,IT & Data,connect,,5
2020-08-15,U001,IT & Data,email,,35
2020-08-15,U001,IT & Data,client_meeting,,1
2020-09-15,U001,IT & Data,call,,89
2020-09-15,U001,IT & Data,connect,,26
2020-09-15,U001,IT & Data,email,,124
2020-09-15,U001,IT & Data,client_meeting,,5
2020-10-15,U001,IT & Data,call,,54
2020-10-15,U001,IT & Data,connect,,12
2020-10-15,U001,IT & Data,email,,75
2020-10-15,U001,IT & Data,client_meeting,,1
2020-11-15,U001,IT & Data,call,,78
2020-11-15,U001,IT & Data,connect,,15
2020-11-15,U001,IT & Data,email,,109
2020-11-15,U001,IT & Data,client_meeting,,3
2020-12-15,U001,IT & Data,call,,38
2020-12-15,U001,IT & Data,connect,,9
2020-12-15,U001,IT & Data,email,,53
2020-12-15,U001,IT & Data,client_meeting,,1
2020-01-15,U002,Renewables,call,,81
2020-01-15,U002,Renewables,connect,,23
2020-01-15,U002,Renewables,email,,113
2020-01-15,U002,Renewables,client_meeting,,2
2020-02-15,U002,Renewables,call,,74
2020-02-15,U002,Renewables,connect,,17
2020-02-15,U002,Renewables,email,,103
2020-02-15,U002,Renewables,client_meeting,,2
2020-03-15,U002,Renewables,call,,66
2020-03-15,U002,Renewables,connect,,14
2020-03-15,U002,Renewables,email,,92
2020-03-15,U002,Renewables,client_meeting,,2
2020-04-15,U002,Renewables,call,,77
2020-04-15,U002,Renewables,connect,,22
2020-04-15,U002,Renewables,email,,107
2020-04-15,U002,Renewables,client_meeting,,3
2020-05-15,U002,Renewables,call,,92
2020-05-15,U002,Renewables,connect,,17
2020-05-15,U002,Renewables,email,,128
2020-05-15,U002,Renewables,client_meeting,,4
2020-06-15,U002,Renewables,call,,104
2020-06-15,U002,Renewables,connect,,20
2020-06-15,U002,Renewables,email,,145
2020-06-15,U002,Renewables,client_meeting,,4
2020-07-15,U002,Renewables,call,,83
2020-07-15,U002,Renewables,connect,,17
2020-07-15,U002,Renewables,email,,116
2020-07-15,U002,Renewables,client_meeting,,2
2020-08-15,U002,Renewables,call,,25
2020-08-15,U002,Renewables,connect,,6
2020-08-15,U002,Renewables,email,,35
2020-08-15,U002,Renewables,client_meeting,,1
2020-09-15,U002,Renewables,call,,101
2020-09-15,U002,Renewables,connect,,30
2020-09-15,U002,Renewables,email,,141
2020-09-15,U002,Renewables,client_meeting,,7
2020-10-15,U002,Renewables,call,,46
2020-10-15,U002,Renewables,connect,,11
2020-10-15,U002,Renewables,email,,64
2020-10-15,U002,Renewables,client_meeting,,2
2020-01-15,U003,IT & Data,call,,109
2020-01-15,U003,IT & Data,connect,,33
2020-01-15,U003,IT & Data,email,,152
2020-01-15,U003,IT & Data,client_meeting,,7
2020-02-15,U003,IT & Data,call,,51
2020-02-15,U003,IT & Data,connect,,14
2020-02-15,U003,IT & Data,email,,71
2020-02-15,U003,IT & Data,client_meeting,,3
2020-03-15,U003,IT & Data,call,,83
2020-03-15,U003,IT & Data,connect,,20
2020-03-15,U003,IT & Data,email,,116
2020-03-15,U003,IT & Data,client_meeting,,4
2020-04-15,U003,IT & Data,call,,81
2020-04-15,U003,IT & Data,connect,,23
2020-04-15,U003,IT & Data,email,,113
2020-04-15,U003,IT & Data,client_meeting,,3
2020-05-15,U003,IT & Data,call,,76
2020-05-15,U003,IT & Data,connect,,16
2020-05-15,U003,IT & Data,email,,106
2020-05-15,U003,IT & Data,client_meeting,,3
2020-06-15,U003,IT & Data,call,,46
2020-06-15,U003,IT & Data,connect,,10
2020-06-15,U003,IT & Data,email,,64
2020-06-15,U003,IT & Data,client_meeting,,1
2020-07-15,U003,IT & Data,call,,83
2020-07-15,U003,IT & Data,connect,,17
2020-07-15,U003,IT & Data,email,,116
2020-07-15,U003,IT & Data,client_meeting,,2
2020-08-15,U003,IT & Data,call,,30
2020-08-15,U003,IT & Data,connect,,8
2020-08-15,U003,IT & Data,email,,42
2020-08-15,U003,IT & Data,client_meeting,,1
2020-09-15,U003,IT & Data,call,,59
2020-09-15,U003,IT & Data,connect,,18
2020-09-15,U003,IT & Data,email,,82
2020-09-15,U003,IT & Data,client_meeting,,2
2020-10-15,U003,IT & Data,call,,112
2020-10-15,U003,IT & Data,connect,,26
2020-10-15,U003,IT & Data,email,,156
2020-10-15,U003,IT & Data,client_meeting,,6
2020-11-15,U003,IT & Data,call,,87
2020-11-15,U003,IT & Data,connect,,23
2020-11-15,U003,IT & Data,email,,121
2020-11-15,U003,IT & Data,client_meeting,,4
2020-12-15,U003,IT & Data,call,,56
2020-12-15,U003,IT & Data,connect,,17
2020-12-15,U003,IT & Data,email,,78
2020-12-15,U003,IT & Data,client_meeting,,2
2020-01-15,U004,IT & Data,call,,90
2020-01-15,U004,IT & Data,connect,,25
2020-01-15,U004,IT & Data,email,,125
2020-01-15,U004,IT & Data,client_meeting,,4
2020-02-15,U004,IT & Data,call,,84
2020-02-15,U004,IT & Data,connect,,22
2020-02-15,U004,IT & Data,email,,117
2020-02-15,U004,IT & Data,client_meeting,,3
2020-03-15,U004,IT & Data,call,,43
2020-03-15,U004,IT & Data,connect,,13
2020-03-15,U004,IT & Data,email,,60
2020-03-15,U004,IT & Data,client_meeting,,1
2020-04-15,U004,IT & Data,call,,63
2020-04-15,U004,IT & Data,connect,,14
2020-04-15,U004,IT & Data,email,,88
2020-04-15,U004,IT & Data,client_meeting,,2
2020-05-15,U004,IT & Data,call,,89
2020-05-15,U004,IT & Data,connect,,19
2020-05-15,U004,IT & Data,email,,124
2020-05-15,U004,IT & Data,client_meeting,,3
2020-06-15,U004,IT & Data,call,,50
2020-06-15,U004,IT & Data,connect,,9
2020-06-15,U004,IT & Data,email,,70
2020-06-15,U004,IT & Data,client_meeting,,2
2020-07-15,U004,IT & Data,call,,61
2020-07-15,U004,IT & Data,connect,,14
2020-07-15,U004,IT & Data,email,,85
2020-07-15,U004,IT & Data,client_meeting,,2
2020-08-15,U004,IT & Data,call,,10
2020-08-15,U004,IT & Data,connect,,2
2020-08-15,U004,IT & Data,email,,14
2020-09-15,U004,IT & Data,call,,60
2020-09-15,U004,IT & Data,connect,,15
2020-09-15,U004,IT & Data,email,,84
2020-09-15,U004,IT & Data,client_meeting,,3
2020-10-15,U004,IT & Data,call,,62
2020-10-15,U004,IT & Data,connect,,19
2020-10-15,U004,IT & Data,email,,86
2020-10-15,U004,IT & Data,client_meeting,,4
2020-11-15,U004,IT & Data,call,,103
2020-11-15,U004,IT & Data,connect,,32
2020-11-15,U004,IT & Data,email,,144
2020-11-15,U004,IT & Data,client_meeting,,4
2020-12-15,U004,IT & Data,call,,62
2020-12-15,U004,IT & Data,connect,,16
2020-12-15,U004,IT & Data,email,,86
2020-12-15,U004,IT & Data,client_meeting,,2
2020-01-15,U007,Engineering,call,,99
2020-01-15,U007,Engineering,connect,,26
2020-01-15,U007,Engineering,email,,138
2020-01-15,U007,Engineering,client_meeting,,6
2020-02-15,U007,Engineering,call,,128
2020-02-15,U007,Engineering,connect,,25
2020-02-15,U007,Engineering,email,,179
2020-02-15,U007,Engineering,client_meeting,,5
2020-03-15,U007,Engineering,call,,87
2020-03-15,U007,Engineering,connect,,17
2020-03-15,U007,Engineering,email,,121
2020-03-15,U007,Engineering,client_meeting,,3
2020-04-15,U007,Engineering,call,,123
2020-04-15,U007,Engineering,connect,,28
2020-04-15,U007,Engineering,email,,172
2020-04-15,U007,Engineering,client_meeting,,3
2020-05-15,U007,Engineering,call,,111
2020-05-15,U007,Engineering,connect,,24
2020-05-15,U007,Engineering,email,,155
2020-05-15,U007,Engineering,client_meeting,,4
2020-06-15,U007,Engineering,call,,113
2020-06-15,U007,Engineering,connect,,28
2020-06-15,U007,Engineering,email,,158
2020-06-15,U007,Engineering,client_meeting,,5
2020-07-15,U007,Engineering,call,,81
2020-07-15,U007,Engineering,connect,,21
2020-07-15,U007,Engineering,email,,113
2020-07-15,U007,Engineering,client_meeting,,3
2020-08-15,U007,Engineering,call,,42
2020-08-15,U007,Engineering,connect,,11
2020-08-15,U007,Engineering,email,,58
2020-08-15,U007,Engineering,client_meeting,,1
2020-09-15,U007,Engineering,call,,112
2020-09-15,U007,Engineering,connect,,27
2020-09-15,U007,Engineering,email,,156
2020-09-15,U007,Engineering,client_meeting,,3
2020-10-15,U007,Engineering,call,,116
2020-10-15,U007,Engineering,connect,,33
2020-10-15,U007,Engineering,email,,162
2020-10-15,U007,Engineering,client_meeting,,8
2020-11-15,U007,Engineering,call,,117
2020-11-15,U007,Engineering,connect,,23
2020-11-15,U007,Engineering,email,,163
2020-11-15,U007,Engineering,client_meeting,,3
2020-12-15,U007,Engineering,call,,80
2020-12-15,U007,Engineering,connect,,22
2020-12-15,U007,Engineering,email,,112
2020-12-15,U007,Engineering,client_meeting,,2
2020-11-15,U008,Engineering,call,,3
2020-11-15,U008,Engineering,email,,4
2020-12-15,U008,Engineering,call,,3
2020-12-15,U008,Engineering,email,,4
2020-01-15,U010,Life Sciences,call,,15
2020-01-15,U010,Life Sciences,connect,,4
2020-01-15,U010,Life Sciences,email,,21
2020-02-15,U010,Life Sciences,call,,13
2020-02-15,U010,Life Sciences,connect,,3
2020-02-15,U010,Life Sciences,email,,18
2020-03-15,U010,Life Sciences,call,,19
2020-03-15,U010,Life Sciences,connect,,3
2020-03-15,U010,Life Sciences,email,,26
2020-04-15,U010,Life Sciences,call,,11
2020-04-15,U010,Life Sciences,connect,,2
2020-04-15,U010,Life Sciences,email,,15
2020-05-15,U010,Life Sciences,call,,11
2020-05-15,U010,Life Sciences,connect,,2
2020-05-15,U010,Life Sciences,email,,15
2020-06-15,U010,Life Sciences,call,,12
2020-06-15,U010,Life Sciences,connect,,3
2020-06-15,U010,Life Sciences,email,,16
2020-07-15,U010,Life Sciences,call,,14
2020-07-15,U010,Life Sciences,connect,,3
2020-07-15,U010,Life Sciences,email,,19
2020-08-15,U010,Life Sciences,call,,6
2020-08-15,U010,Life Sciences,connect,,1
2020-08-15,U010,Life Sciences,email,,8
2020-09-15,U010,Life Sciences,call,,14
