job_id,client_id,consultant_id,market,date_opened,date_closed,exclusive,seniority,placement_type
J00048,C052,U014,IT & Data,2019-01-07,,false,mid,perm
J00049,C054,U014,IT & Data,2019-04-15,,false,senior,perm
J00050,C038,U014,IT & Data,2019-04-24,,false,junior,perm
J00051,C065,U014,IT & Data,2019-03-01,,false,mid,perm
J00052,C005,U014,IT & Data,2019-11-01,,true,mid,perm
J00053,C028,U014,IT & Data,2019-03-19,,false,mid,perm
J00054,C065,U014,IT & Data,2019-01-24,,false,mid,contract
J00055,C037,U014,IT & Data,2019-07-15,,true,senior,perm
J00056,C040,U014,IT & Data,2019-02-13,,false,lead,perm
J00057,C065,U014,IT & Data,2019-09-19,,true,mid,perm
J00058,C065,U014,IT & Data,2019-01-22,,false,mid,perm
J00059,C008,U014,IT & Data,2019-01-01,,false,mid,perm
J00060,C001,U014,IT & Data,2019-03-25,,false,junior,perm
J00061,C045,U014,IT & Data,2019-05-02,,false,lead,contract
J00062,C065,U014,IT & Data,2019-11-04,,false,mid,contract
J00063,C058,U014,IT & Data,2019-12-10,,false,lead,perm
J00064,C037,U014,IT & Data,2019-02-20,,false,mid,perm
J00065,C040,U014,IT & Data,2019-08-01,,true,mid,contract
J00066,C038,U014,IT & Data,2019-03-19,,false,senior,contract
J00067,C006,U014,IT & Data,2019-03-11,,false,mid,contract
J00068,C008,U014,IT & Data,2019-11-28,,false,mid,perm
J00069,C005,U014,IT & Data,2019-11-07,,false,senior,perm
J00070,C038,U014,IT & Data,2019-11-25,,false,mid,perm
J00071,C005,U014,IT & Data,2019-05-13,,false,lead,perm
J00072,C065,U014,IT & Data,2019-10-03,,true,mid,contract
J00073,C055,U014,IT & Data,2019-11-12,,false,senior,perm
J00074,C043,U014,IT & Data,2019-11-15,,false,senior,contract
J00075,C032,U014,IT & Data,2019-09-09,,false,mid,contract
J00076,C059,U014,IT & Data,2019-01-11,,false,senior,perm
J00077,C065,U014,IT & Data,2019-09-19,,false,senior,perm
J00078,C005,U014,IT & Data,2019-07-11,,false,mid,perm
J00079,C040,U014,IT & Data,2019-09-09,,true,junior,perm
J00080,C040,U014,IT & Data,2019-03-22,,false,lead,perm
J00081,C065,U014,IT & Data,2019-08-20,,false,mid,perm
J00082,C065,U014,IT & Data,2019-11-27,,false,senior,perm
J00083,C038,U014,IT & Data,2019-04-18,,false,junior,contract
J00084,C019,U015,Engineering,2019-01-08,,true,mid,contract
J00085,C002,U015,Engineering,2019-03-06,,true,junior,contract
J00086,C009,U015,Engineering,2019-02-11,,true,junior,perm
J00087,C063,U015,Engineering,2019-11-05,,false,senior,perm
J00088,C009,U015,Engineering,2019-04-15,,false,senior,contract
J00089,C002,U015,Engineering,2019-06-20,,false,mid,perm
J00090,C063,U015,Engineering,2019-09-18,,true,senior,contract
J00091,C009,U015,Engineering,2019-09-11,,false,junior,contract
J00092,C068,U015,Engineering,2019-10-18,,true,mid,perm
J00093,C022,U015,Engineering,2019-04-01,,false,senior,contract
J00094,C022,U015,Engineering,2019-08-16,,false,senior,contract
J00095,C067,U015,Engineering,2019-02-11,,false,mid,perm
J00096,C016,U015,Engineering,2019-04-22,,true,mid,perm
J00097,C067,U015,Engineering,2019-11-18,,false,lead,perm
J00098,C023,U015,Engineering,2019-10-16,,false,mid,perm
J00099,C010,U015,Engineering,2019-04-11,,true,lead,contract
J00100,C002,U015,Engineering,2019-05-07,,true,senior,contract
J00101,C023,U015,Engineering,2019-01-16,,false,mid,contract
J00102,C010,U015,Engineering,2019-10-23,,false,senior,perm
J00103,C068,U015,Engineering,2019-01-25,,false,junior,perm
J00104,C046,U015,Engineering,2019-11-05,,false,lead,perm
J00105,C046,U015,Engineering,2019-06-05,,false,mid,perm
J00106,C023,U015,Engineering,2019-03-20,,false,junior,perm
J00107,C068,U015,Engineering,2019-02-19,,false,senior,perm
J00108,C046,U015,Engineering,2019-03-12,,true,mid,perm
J00109,C019,U015,Engineering,2019-05-10,,false,junior,perm
J00110,C016,U015,Engineering,2019-11-08,,true,mid,perm
J00111,C067,U015,Engineering,2019-12-10,,true,mid,contract
J00112,C059,U016,IT & Data,2019-04-08,,false,senior,perm
J00113,C043,U016,IT & Data,2019-01-10,,false,senior,perm
J00114,C065,U016,IT & Data,2019-07-17,,true,lead,perm
J00115,C055,U016,IT & Data,2019-04-22,,false,mid,perm
J00116,C001,U016,IT & Data,2019-09-30,,false,mid,perm
J00117,C005,U016,IT & Data,2019-03-21,,true,lead,contract
J00118,C065,U016,IT & Data,2019-09-20,,true,junior,perm
J00119,C054,U016,IT & Data,2019-03-25,,false,mid,perm
J00120,C032,U016,IT & Data,2019-02-06,,true,lead,perm
J00121,C055,U016,IT & Data,2019-06-11,,false,senior,contract
J00122,C038,U016,IT & Data,2019-07-17,,false,mid,contract
J00123,C038,U016,IT & Data,2019-02-14,,false,mid,perm
J00124,C008,U016,IT & Data,2019-04-09,,true,mid,perm
J00125,C032,U016,IT & Data,2019-10-24,,false,mid,perm
J00126,C045,U016,IT & Data,2019-09-17,,false,mid,contract
J00127,C028,U016,IT & Data,2019-03-27,,false,mid,perm
J00128,C055,U016,IT & Data,2019-05-06,,false,junior,perm
J00129,C065,U016,IT & Data,2019-11-08,,false,mid,perm
J00130,C028,U016,IT & Data,2019-08-20,,false,senior,perm
J00131,C038,U016,IT & Data,2019-04-23,,false,mid,perm
J00132,C032,U016,IT & Data,2019-04-22,,true,mid,perm
J00133,C065,U016,IT & Data,2019-11-13,,true,junior,perm
J00134,C032,U016,IT & Data,2019-09-30,,false,junior,perm
J00135,C052,U016,IT & Data,2019-10-08,,false,mid,perm
J00136,C054,U016,IT & Data,2019-09-04,,false,mid,perm
J00137,C018,U017,Public Sector,2019-08-07,,true,mid,perm
J00138,C018,U017,Public Sector,2019-07-08,,false,mid,perm
J00139,C024,U017,Public Sector,2019-07-24,,false,senior,contract
J00140,C050,U017,Public Sector,2019-04-03,,false,mid,contract
J00141,C018,U017,Public Sector,2019-05-21,,false,senior,contract
J00142,C003,U017,Public Sector,2019-01-21,,true,senior,contract
J00143,C025,U021,Public Sector,2019-08-28,,false,mid,contract
J00144,C036,U021,Public Sector,2019-11-07,,true,mid,perm
J00145,C036,U021,Public Sector,2019-07-03,,true,mid,perm
J00146,C024,U021,Public Sector,2019-06-11,,false,junior,contract
J00147,C018,U021,Public Sector,2019-01-02,,false,junior,perm
J00148,C036,U021,Public Sector,2019-04-08,,false,mid,perm
J00149,C024,U021,Public Sector,2019-03-01,,false,mid,perm
J00150,C036,U021,Public Sector,2019-12-24,,false,junior,contract
J00151,C018,U021,Public Sector,2019-10-07,,false,senior,perm
J00152,C018,U021,Public Sector,2019-11-15,,false,junior,perm
J00153,C050,U021,Public Sector,2019-10-08,,false,junior,perm
J00154,C050,U021,Public Sector,2019-03-18,,false,junior,contract
J00155,C024,U021,Public Sector,2019-06-03,,false,mid,perm
J00156,C018,U021,Public Sector,2019-03-18,,true,senior,contract
J00157,C018,U021,Public Sector,2019-10-11,,false,mid,perm
J00158,C003,U021,Public Sector,2019-10-28,,false,mid,perm
J00159,C024,U021,Public Sector,2019-10-07,,true,mid,perm
J00160,C036,U021,Public Sector,2019-12-02,,false,mid,contract
J00161,C018,U021,Public Sector,2019-01-16,,true,junior,perm
J00162,C018,U021,Public Sector,2019-07-22,,false,mid,perm
J00163,C037,U001,IT & Data,2020-10-12,,false,mid,perm
J00164,C032,U001,IT & Data,2020-04-21,,false,mid,contract
J00165,C054,U001,IT & Data,2020-07-22,,true,mid,perm
J00166,C032,U001,IT & Data,2020-06-26,,true,mid,perm
J00167,C065,U001,IT & Data,2020-09-23,,false,mid,perm
J00168,C013,U001,IT & Data,2020-04-15,,false,senior,contract
J00169,C043,U001,IT & Data,2020-11-18,,false,junior,perm
J00170,C055,U001,IT & Data,2020-12-21,,false,junior,perm
J00171,C065,U001,IT & Data,2020-11-17,,true,junior,contract
J00172,C007,U002,Renewables,2020-11-09,,true,mid,perm
J00173,C017,U002,Renewables,2020-06-16,,false,junior,perm
J00174,C015,U002,Renewables,2020-10-26,,false,senior,perm
J00175,C033,U002,Renewables,2020-09-04,,false,lead,perm
J00176,C007,U002,Renewables,2020-11-18,,true,mid,perm
J00177,C015,U002,Renewables,2020-09-21,,false,senior,perm
J00178,C042,U002,Renewables,2020-09-23,,false,junior,contract
J00179,C017,U002,Renewables,2020-06-16,,false,mid,perm
J00180,C062,U002,Renewables,2020-02-03,,true,mid,contract
J00181,C035,U002,Renewables,2020-03-20,,false,mid,perm
J00182,C035,U002,Renewables,2020-11-23,,false,mid,perm
J00183,C042,U002,Renewables,2020-03-11,,true,junior,perm
J00184,C062,U002,Renewables,2020-11-30,,false,senior,perm
J00185,C059,U003,IT & Data,2020-09-15,,false,mid,perm
J00186,C052,U003,IT & Data,2020-12-16,,true,mid,perm
J00187,C058,U003,IT & Data,2020-11-26,,false,mid,contract
J00188,C052,U003,IT & Data,2020-03-11,,false,senior,perm
J00189,C052,U003,IT & Data,2020-12-21,,false,junior,perm
J00190,C049,U003,IT & Data,2020-04-10,,false,mid,contract
J00191,C049,U003,IT & Data,2020-11-03,,false,mid,perm
J00192,C065,U003,IT & Data,2020-05-18,,true,junior,contract
J00193,C028,U003,IT & Data,2020-06-18,,true,mid,contract
J00194,C058,U003,IT & Data,2020-09-21,,false,mid,perm
J00195,C013,U003,IT & Data,2020-01-13,,false,mid,contract
J00196,C032,U003,IT & Data,2020-03-17,,false,senior,contract
J00197,C049,U003,IT & Data,2020-01-28,,false,senior,perm
J00198,C054,U003,IT & Data,2020-11-03,,false,mid,perm
J00199,C054,U003,IT & Data,2020-09-01,,true,mid,perm
J00200,C037,U003,IT & Data,2020-05-25,,false,junior,perm
J00201,C054,U003,IT & Data,2020-11-10,,false,mid,contract
J00202,C045,U004,IT & Data,2020-08-11,,true,senior,perm
J00203,C065,U004,IT & Data,2020-01-03,,false,senior,perm
J00204,C045,U004,IT & Data,2020-09-22,,false,mid,perm
J00205,C065,U004,IT & Data,2020-09-24,,false,mid,perm
J00206,C054,U004,IT & Data,2020-05-11,,false,mid,perm
J00207,C054,U004,IT & Data,2020-05-08,,true,mid,perm
J00208,C032,U004,IT & Data,2020-02-06,,true,mid,perm
J00209,C065,U004,IT & Data,2020-04-06,,false,junior,perm
J00210,C054,U004,IT & Data,2020-04-06,,false,lead,perm
J00211,C008,U004,IT & Data,2020-09-07,,false,mid,perm
J00212,C045,U004,IT & Data,2020-03-17,,false,mid,contract
J00213,C008,U004,IT & Data,2020-10-23,,false,mid,contract
J00214,C038,U004,IT & Data,2020-03-06,,false,mid,contract
J00215,C045,U004,IT & Data,2020-11-16,,false,junior,contract
J00216,C043,U004,IT & Data,2020-04-28,,true,mid,perm
J00217,C055,U004,IT & Data,2020-11-27,,false,mid,contract
J00218,C008,U004,IT & Data,2020-02-24,,false,junior,perm
J00219,C005,U004,IT & Data,2020-01-13,,false,junior,perm
J00220,C005,U004,IT & Data,2020-06-11,,false,mid,contract
J00221,C019,U007,Engineering,2020-07-01,,false,junior,perm
J00222,C067,U007,Engineering,2020-01-22,,false,junior,contract
J00223,C014,U007,Engineering,2020-11-09,,false,junior,contract
J00224,C061,U007,Engineering,2020-06-25,,false,junior,contract
J00225,C056,U007,Engineering,2020-02-10,,false,mid,perm
J00226,C026,U007,Engineering,2020-09-17,,true,mid,contract
J00227,C002,U007,Engineering,2020-01-02,,false,senior,perm
J00228,C009,U007,Engineering,2020-11-16,,false,mid,perm
J00229,C068,U007,Engineering,2020-10-08,,false,senior,perm
J00230,C061,U007,Engineering,2020-10-05,,true,junior,perm
J00231,C067,U007,Engineering,2020-06-03,,false,mid,perm
J00232,C061,U007,Engineering,2020-02-26,,false,mid,perm
J00233,C056,U007,Engineering,2020-06-23,,false,senior,perm
J00234,C019,U007,Engineering,2020-01-13,,false,senior,perm
J00235,C060,U007,Engineering,2020-09-07,,true,senior,perm
J00236,C060,U007,Engineering,2020-01-27,,false,senior,perm
J00237,C022,U007,Engineering,2020-10-06,,true,junior,perm
J00238,C046,U007,Engineering,2020-01-03,,false,mid,perm
J00239,C019,U007,Engineering,2020-09-08,,false,lead,perm
J00240,C016,U007,Engineering,2020-08-04,,false,mid,perm
J00241,C061,U008,Engineering,2020-05-06,,true,senior,perm
J00242,C064,U010,Life Sciences,2020-02-07,,false,mid,contract
J00243,C048,U010,Life Sciences,2020-09-14,,false,mid,perm
J00244,C048,U010,Life Sciences,2020-01-20,,true,mid,perm
J00245,C021,U010,Life Sciences,2020-06-29,,false,mid,perm
J00246,C064,U010,Life Sciences,2020-05-25,,false,mid,contract
J00247,C070,U010,Life Sciences,2020-01-01,,false,mid,perm
J00248,C012,U010,Life Sciences,2020-12-21,,false,mid,perm
J00249,C029,U010,Life Sciences,2020-10-19,,false,senior,perm
J00250,C034,U010,Life Sciences,2020-02-04,,false,mid,perm
J00251,C021,U010,Life Sciences,2020-10-05,,false,senior,perm
J00252,C039,U010,Life Sciences,2020-02-11,,true,mid,perm
J00253,C048,U010,Life Sciences,2020-01-13,,false,mid,perm
J00254,C039,U010,Life Sciences,2020-07-20,,false,senior,perm
J00255,C053,U010,Life Sciences,2020-05-11,,false,junior,contract
J00256,C012,U010,Life Sciences,2020-08-17,,false,junior,contract
J00257,C069,U011,Life Sciences,2020-10-13,,false,junior,contract
J00258,C066,U011,Life Sciences,2020-11-23,,false,junior,perm
J00259,C012,U011,Life Sciences,2020-07-24,,false,junior,perm
J00260,C069,U011,Life Sciences,2020-11-23,,false,mid,perm
J00261,C069,U011,Life Sciences,2020-03-24,,false,junior,perm
J00262,C029,U011,Life Sciences,2020-02-10,,false,mid,perm
J00263,C069,U011,Life Sciences,2020-08-06,,false,mid,perm
J00264,C064,U011,Life Sciences,2020-09-08,,false,mid,perm
J00265,C044,U011,Life Sciences,2020-11-04,,false,senior,perm
J00266,C012,U011,Life Sciences,2020-07-16,,false,junior,contract
J00267,C044,U011,Life Sciences,2020-02-24,,false,lead,contract
J00268,C012,U011,Life Sciences,2020-09-02,,false,senior,perm
J00269,C011,U011,Life Sciences,2020-06-08,,false,junior,contract
J00270,C066,U011,Life Sciences,2020-12-14,,true,senior,perm
J00271,C069,U011,Life Sciences,2020-11-19,,true,senior,perm
J00272,C070,U011,Life Sciences,2020-12-28,,false,mid,perm
J00273,C039,U011,Life Sciences,2020-11-16,,true,junior,contract
J00274,C052,U014,IT & Data,2020-06-29,,false,mid,perm
J00275,C052,U014,IT & Data,2020-05-01,,false,mid,perm
J00276,C006,U014,IT & Data,2020-10-19,,true,senior,perm
J00277,C005,U014,IT & Data,2020-09-14,,false,junior,perm
J00278,C005,U014,IT & Data,2020-06-01,,false,mid,perm
J00279,C001,U014,IT & Data,2020-01-16,,false,mid,contract
J00280,C058,U014,IT & Data,2020-03-24,,false,mid,perm
J00281,C065,U014,IT & Data,2020-04-06,,false,mid,contract
J00282,C052,U014,IT & Data,2020-09-23,,false,mid,perm
J00283,C065,U014,IT & Data,2020-09-22,,false,junior,contract
J00284,C028,U014,IT & Data,2020-04-20,,false,senior,perm
J00285,C006,U014,IT & Data,2020-06-15,,false,mid,perm
J00286,C028,U014,IT & Data,2020-04-09,,false,mid,perm
J00287,C028,U014,IT & Data,2020-09-14,,false,mid,contract
J00288,C038,U014,IT & Data,2020-10-20,,false,mid,contract
J00289,C065,U014,IT & Data,2020-06-25,,false,mid,perm
J00290,C028,U014,IT & Data,2020-07-14,,false,junior,perm
J00291,C032,U014,IT & Data,2020-03-16,,false,lead,contract
J00292,C019,U015,Engineering,2020-09-24,,true,junior,perm
J00293,C067,U015,Engineering,2020-03-23,,true,mid,contract
J00294,C060,U015,Engineering,2020-12-07,,false,mid,perm
J00295,C016,U015,Engineering,2020-10-05,,false,senior,perm
J00296,C063,U015,Engineering,2020-10-23,,false,junior,perm
J00297,C063,U015,Engineering,2020-10-05,,false,junior,perm
J00298,C056,U015,Engineering,2020-12-23,,false,junior,perm
J00299,C023,U015,Engineering,2020-11-27,,false,senior,contract
J00300,C063,U015,Engineering,2020-11-03,,false,senior,contract
J00301,C002,U015,Engineering,2020-02-17,,true,mid,perm
J00302,C023,U015,Engineering,2020-04-16,,false,lead,perm
J00303,C010,U015,Engineering,2020-11-30,,false,junior,perm
J00304,C019,U015,Engineering,2020-03-20,,false,mid,perm
J00305,C046,U015,Engineering,2020-01-20,,false,mid,perm
J00306,C009,U015,Engineering,2020-09-28,,false,senior,perm
J00307,C004,U015,Engineering,2020-06-15,,false,junior,perm
J00308,C010,U015,Engineering,2020-03-24,,false,mid,contract
J00309,C026,U015,Engineering,2020-02-03,,false,junior,perm
J00310,C056,U015,Engineering,2020-10-16,,false,senior,perm
J00311,C002,U015,Engineering,2020-02-17,,false,senior,contract
J00312,C014,U015,Engineering,2020-11-18,,false,junior,perm
J00313,C016,U015,Engineering,2020-07-01,,false,junior,contract
J00314,C019,U015,Engineering,2020-10-01,,false,senior,perm
J00315,C006,U016,IT & Data,2020-01-13,,false,junior,perm
J00316,C052,U016,IT & Data,2020-07-14,,false,mid,perm
J00317,C059,U016,IT & Data,2020-01-17,,false,mid,perm
J00318,C049,U016,IT & Data,2020-09-23,,true,lead,perm
J00319,C028,U016,IT & Data,2020-07-06,,true,senior,perm
J00320,C065,U016,IT & Data,2020-09-25,,false,senior,perm
J00321,C058,U016,IT & Data,2020-09-11,,false,mid,contract
J00322,C055,U016,IT & Data,2020-04-06,,false,senior,contract
J00323,C049,U016,IT & Data,2020-07-21,,true,senior,contract
J00324,C058,U016,IT & Data,2020-05-04,,false,senior,contract
J00325,C013,U016,IT & Data,2020-06-19,,false,senior,perm
J00326,C038,U016,IT & Data,2020-10-09,,true,mid,perm
J00327,C005,U016,IT & Data,2020-09-14,,false,senior,perm
J00328,C008,U016,IT & Data,2020-10-12,,false,lead,perm
J00329,C045,U016,IT & Data,2020-09-10,,false,senior,perm
J00330,C054,U016,IT & Data,2020-09-18,,false,mid,perm
J00331,C058,U016,IT & Data,2020-02-28,,false,mid,contract
J00332,C050,U017,Public Sector,2020-07-20,,true,junior,perm
J00333,C024,U017,Public Sector,2020-08-10,,false,mid,contract
J00334,C024,U017,Public Sector,2020-02-04,,false,senior,perm
J00335,C018,U017,Public Sector,2020-01-28,,false,mid,perm
J00336,C025,U017,Public Sector,2020-06-02,,true,lead,contract
J00337,C050,U017,Public Sector,2020-12-02,,false,mid,perm
J00338,C025,U017,Public Sector,2020-10-16,,false,junior,perm
J00339,C025,U017,Public Sector,2020-05-08,,false,mid,contract
J00340,C018,U017,Public Sector,2020-05-05,,false,mid,perm
J00341,C050,U017,Public Sector,2020-09-14,,false,junior,perm
J00342,C018,U017,Public Sector,2020-11-03,,true,mid,contract
J00343,C037,U019,IT & Data,2020-06-16,,false,mid,perm
J00344,C003,U021,Public Sector,2020-10-12,,false,junior,perm
J00345,C018,U021,Public Sector,2020-05-11,,false,mid,perm
J00346,C024,U021,Public Sector,2020-09-10,,false,junior,perm
J00347,C003,U021,Public Sector,2020-12-09,,false,lead,perm
J00348,C025,U021,Public Sector,2020-09-15,,false,lead,perm
J00349,C025,U021,Public Sector,2020-03-26,,false,senior,perm
J00350,C036,U021,Public Sector,2020-10-12,,false,lead,perm
J00351,C025,U021,Public Sector,2020-01-17,,false,mid,perm
J00352,C050,U021,Public Sector,2020-03-10,,true,mid,contract
J00353,C018,U021,Public Sector,2020-01-08,,false,mid,contract
J00354,C054,U001,IT & Data,2021-04-23,,false,senior,contract
J00355,C032,U001,IT & Data,2021-09-20,,true,mid,perm
J00356,C038,U001,IT & Data,2021-03-29,,false,mid,contract
J00357,C058,U001,IT & Data,2021-04-02,,false,junior,perm
J00358,C055,U001,IT & Data,2021-07-05,,false,senior,perm
J00359,C005,U001,IT & Data,2021-07-13,,false,senior,contract
J00360,C028,U001,IT & Data,2021-05-11,,true,senior,contract
J00361,C040,U001,IT & Data,2021-09-02,,true,senior,perm
J00362,C040,U001,IT & Data,2021-05-17,,false,junior,perm
J00363,C065,U001,IT & Data,2021-11-08,,false,mid,perm
J00364,C052,U001,IT & Data,2021-09-27,,false,junior,perm
J00365,C006,U001,IT & Data,2021-06-14,,true,mid,contract
J00366,C059,U001,IT & Data,2021-09-23,,false,mid,contract
J00367,C052,U001,IT & Data,2021-11-05,,true,junior,perm
J00368,C005,U001,IT & Data,2021-04-06,,false,mid,perm
J00369,C006,U001,IT & Data,2021-07-07,,false,senior,contract
J00370,C006,U001,IT & Data,2021-10-22,,false,junior,perm
J00371,C037,U001,IT & Data,2021-07-05,,false,mid,perm
J00372,C006,U001,IT & Data,2021-05-18,,false,mid,perm
J00373,C054,U001,IT & Data,2021-12-27,,false,junior,perm
J00374,C040,U001,IT & Data,2021-03-12,,false,junior,perm
J00375,C043,U001,IT & Data,2021-02-09,,false,mid,contract
J00376,C054,U001,IT & Data,2021-02-25,,false,mid,perm
J00377,C006,U001,IT & Data,2021-01-06,,true,mid,perm
J00378,C008,U001,IT & Data,2021-01-25,,false,senior,perm
J00379,C065,U001,IT & Data,2021-08-19,,false,mid,contract
J00380,C049,U001,IT & Data,2021-11-26,,false,junior,perm
J00381,C006,U001,IT & Data,2021-06-02,,true,mid,perm
J00382,C008,U001,IT & Data,2021-05-17,,true,senior,perm
J00383,C006,U001,IT & Data,2021-12-20,,false,senior,perm
J00384,C052,U001,IT & Data,2021-07-26,,false,senior,contract
J00385,C049,U001,IT & Data,2021-12-03,,true,mid,perm
J00386,C043,U001,IT & Data,2021-05-05,,false,lead,perm
J00387,C001,U001,IT & Data,2021-07-19,,true,mid,perm
J00388,C058,U001,IT & Data,2021-11-11,,false,senior,perm
J00389,C052,U001,IT & Data,2021-02-15,,false,mid,contract
J00390,C045,U001,IT & Data,2021-05-24,,false,mid,perm
J00391,C038,U001,IT & Data,2021-04-26,,true,mid,perm
J00392,C049,U001,IT & Data,2021-01-13,,false,mid,perm
J00393,C005,U001,IT & Data,2021-06-08,,false,junior,perm
J00394,C049,U001,IT & Data,2021-04-16,,false,mid,perm
J00395,C043,U001,IT & Data,2021-10-20,,false,senior,contract
J00396,C040,U001,IT & Data,2021-12-15,,false,senior,perm
J00397,C028,U001,IT & Data,2021-06-07,,false,mid,perm
J00398,C006,U003,IT & Data,2021-01-01,,false,senior,perm
J00399,C028,U003,IT & Data,2021-09-13,,false,junior,perm
J00400,C005,U003,IT & Data,2021-12-13,,true,junior,contract
J00401,C043,U003,IT & Data,2021-02-15,,false,senior,contract
J00402,C006,U003,IT & Data,2021-11-08,,false,senior,perm
J00403,C055,U003,IT & Data,2021-09-20,,false,senior,perm
J00404,C045,U003,IT & Data,2021-03-25,,false,mid,perm
J00405,C058,U003,IT & Data,2021-07-21,,true,senior,perm
J00406,C038,U003,IT & Data,2021-10-13,,false,mid,perm
J00407,C013,U003,IT & Data,2021-09-22,,false,lead,perm
J00408,C005,U003,IT & Data,2021-04-28,,false,mid,perm
J00409,C059,U003,IT & Data,2021-05-27,,false,mid,perm
J00410,C028,U003,IT & Data,2021-09-07,,false,mid,contract
J00411,C058,U003,IT & Data,2021-02-11,,true,senior,perm
J00412,C043,U003,IT & Data,2021-01-22,,false,junior,contract
J00413,C005,U003,IT & Data,2021-07-07,,false,senior,perm
J00414,C001,U003,IT & Data,2021-07-12,,false,mid,perm
J00415,C008,U003,IT & Data,2021-03-12,,false,mid,perm
J00416,C028,U003,IT & Data,2021-03-24,,false,senior,perm
J00417,C052,U003,IT & Data,2021-04-02,,false,mid,perm
J00418,C049,U003,IT & Data,2021-06-23,,false,junior,perm
J00419,C045,U003,IT & Data,2021-03-15,,false,senior,contract
J00420,C049,U003,IT & Data,2021-05-03,,false,lead,perm
J00421,C038,U003,IT & Data,2021-06-01,,false,senior,perm
J00422,C028,U003,IT & Data,2021-04-19,,false,senior,contract
J00423,C001,U003,IT & Data,2021-03-05,,false,senior,perm
J00424,C008,U003,IT & Data,2021-06-04,,false,mid,contract
J00425,C005,U003,IT & Data,2021-09-07,,false,mid,perm
J00426,C065,U003,IT & Data,2021-05-24,,true,senior,perm
J00427,C001,U003,IT & Data,2021-07-23,,true,mid,perm
J00428,C052,U003,IT & Data,2021-01-27,,false,mid,perm
J00429,C038,U003,IT & Data,2021-01-25,,false,mid,perm
J00430,C058,U003,IT & Data,2021-05-19,,true,senior,perm
J00431,C058,U003,IT & Data,2021-11-22,,false,junior,perm
J00432,C008,U003,IT & Data,2021-06-21,,true,senior,contract
J00433,C058,U003,IT & Data,2021-10-21,,false,junior,perm
J00434,C055,U003,IT & Data,2021-09-28,,false,lead,perm
J00435,C001,U003,IT & Data,2021-01-28,,false,mid,perm
J00436,C054,U003,IT & Data,2021-04-15,,true,senior,perm
